business_id,actual_review_count
fjAbzsW03bW3EvC4-e184g,14
2S_CEQYBbp8RO1bJm_1mng,115
h3aPn7WjxYMu_DJqXCUAjQ,46
7T1VAYHIS3cgsDj3iS6JWQ,106
EDjEVzmoQVHzboFqC-M6Ew,322
kgeiJzWSiXPnf-3wx7LHIQ,89
p3XlbP2aZa-NBRqJ4p3KLw,27
h8iDZcXLDicI_Wg8fwl-ig,15
7sKfrJmjG6unAQeWdQUe2w,115
q0Fi4n7shUTmlxl-mMPVXA,14
Mha77MN_BYGB-w7DONZ5YA,261
25Uww0C0wvF9CZ_3B6vWtA,48
9OG5YkX1g2GReZM0AskizA,356
dUctvEfHQccW_uxtRup2QQ,217
5ezrDoezdUlJpUa5Jg6dUQ,73
oY5LFo6Yxxf32ePna6mEUQ,104
PpZqlVUAP2i8_hNfpQyKhg,57
ICqgjbOpBD9SUtE5PQC9sA,507
Jc6MxMyCLp4DMfN4C1t1aQ,137
_uyLoz0BbrQIVmUEm_td1Q,34
qdpdUjdkEUpzYDdce2yZng,196
jX8i0O2x-koganf8WwHXdA,72
Sll5oe2S8-V3DzFLDOrzxw,11
5MIiTuQP0fkAz43aQEBrWA,57
WKMJwqnfZKsAae75RMP6jA,40
ehnMcJZlx29XMroxMd3-mQ,161
fgTOJRkc703E4XRdcr5zRA,198
0Kn5W22UmxOqPj2cjouFNA,46
y7qvy9LcyK2hr_VcPBiPaQ,97
LWDktsosohdLy4iI2pIOOQ,50
aOJdNN7IsxR7xy9H_bJuLQ,27
eaDZlSuVS0EY67Ke6pRP6Q,1153
dz_aIFbATP2PLWQSOBnMfw,476
-ATiAtTikuGuqvaW2O6tNA,604
W2mcChlYqeVirWSWSLgoDA,10
kKPJLiHIr9Gd9sYs3GhxDQ,432
TttFjRQ-8Iz8by4hsD7iOQ,50
oaboaRBUgGjbo2kfUIKDLQ,601
bUnqKEP7h48ePxHMXV0fNw,18
JCWwQuH9pEHg-yTj4-D_ow,13
cBp1fn2LXpSHe4VbTXLYEw,498
wzE61ThXOdrSegvwSOzf5w,580
nFjk0xVI9fNiVN__5g-m8Q,271
SheKIt6Z_h-yzbkU8yjoPA,143
ejEVU5o5F56e7XIO07xpcA,87
tzVLTQNUtiCAxUZmEuF0vQ,310
Zdw5rbtAWguwcT9h_X4xRA,175
dxNmbVCP-HGrDkPi4lqKDw,8
cvHY1RTAPSoH94ysP2_eyQ,152
bMVgakLiCEA6LWRUEoB3wQ,39
MaYb7qMN6BomP1zQGj3Wjg,659
VRGYwKE_Z77frm5NwLvJhw,727
68ThEdiK0eWCEgGEmV9Tng,330
_ReMedGR8eDM5AgdRK0jCw,68
SlLfWzeYOrVBxCd-0QILZQ,248
eS4billU3Yd9hoVUFfZFbA,84
nOyphAl0JQ8JrvNi93pclQ,115
oLc7k78_YcDMnMCdbC-h1A,528
7ENaqdbPmYGSFaa8tXZzFA,20
VCbUVUzENG46pFUOg4g3iw,23
Jx2AoB_IQOUrZ3s6fdAUSA,226
_D7QoWuQKMXk0mEE7r_Ftw,14
N2i1U4Z6GHEw9V02N2u6JA,271
-OIUunijjcq_ZzyyQhPPFQ,526
gK9CdFaCXmHoW8aLfXiSqg,470
f06mf_7bT8FibS2UejNrfg,27
BMMcP9fBunmTyYY6XdtQtw,25
gZqFuqTjtN4Bfh-_fO315w,161
tQYOAfl33tmP4oWpfyRr6g,57
iI090K0JMViyPPh7Viovrg,169
N9-NRK8PPvi73tduxoPKbA,178
P61ecBVVPgBm-zH_SYq8FA,338
QkyEr9j7il9lJqseTbPe5w,203
b2IDM2SC0HkcflLl_nSTrA,197
y44MbCvvtmg1FpkNGSWisw,174
O0k_pEr2UR6iEX2nv2Bbpg,6
ncxN9II-MeXRudUrE3GVsA,140
6x6rR-SErwOo3xF2AzXVHA,395
q72up2Av5yNNVPk7vdKg9w,140
4XLfecBXJ9itm4MMStGfWg,12
4FaYG9qKDpDyr68bKmaIEw,195
k6XrnjX2TBM_nDzD_XA9NQ,96
LktIfbmd3k0kDiWibGw7DQ,70
TyxDzw8S02endZrrSHu_xQ,145
WAPhi7JdwIvdTBgM9KsxHA,164
EbTJAD4R68mbRLapvF0skA,17
MMRRS6YhVRx_iN5-JhMRYg,818
77drWZJuh-a1osUOrd7oQw,105
9PCPV34KV1B_E3v1IUi4tQ,50
lwdkX7KcibM4mDqpDfK7JA,159
fa6InRseC0Uxnt5d90E3LQ,170
MVmJuns9ZD9QLGltc0Am8g,8
UYxGgnJ4Z2lOehK23HSIlw,138
ZGD4WacjO1v4Ath3Qil-Sg,60
yN6jZyG1G1FG_HCZQlJZ1g,197
0ol0GxG-mp_ZZlrSlXFeWA,33
dIpTuL2T1L98GQGU17IeSw,560
Q1HHAb4FzrzfnnrRyA8fgg,106
9V0LMtO1riRw9-pUuG4NFg,625
BjBDHqHhMXSxgyVipccznQ,759
oh2wCX3pzTTEYaynLgmMQw,9
HV0RS_cHVHatqYwC1j_qsw,38
J-ciDDEdIHMcChGIyKZnOg,254
8zvsq2duG2u0rB7R8ZDeMg,185
QWqKTWQ2OiDgo3dzNkpung,359
Zcc12beUPFCe2U0DizJUNg,34
WJ17PIWEaqrNZ07uncG8JQ,6
AY1SyySRyTnBwBdf7qfGxQ,91
DsKzHnkLKnxZTVsFpts4oA,629
VVvUBlc_WIEb8obKGq39dA,39
TDKBPcViJQDMrdUm6a9XZA,1282
kk_oEw1j3xQ-cJaAII8A0Q,31
o3RGMdSY37_PX1k1vZsXpA,559
yE1raqkLX7OZsjmX3qKIKg,881
WO5nr-4sjVs506BdCLL0aA,331
ZnAr0AxYpEYK1ZHNc4fk7g,185
OINbC0rpDVJ5bfxt3LO9fw,669
T3muepcwD45gHLWcpaNNDQ,5
WmzwJXyBdqsZCZ254XDrtQ,65
_TANOcxwIOmQhk1mnXaj7w,52
WW8WN8J89M3U4z1xP4MhnA,44
aJvxWyQIG5OLfBw3qAe8xA,66
YUUMXtU66B4rxwJohSQm7A,11
mUIBtlWNPD7sz3rGGWQ1RA,608
VbItL6RDULtnw4YvB6EhVg,180
V378VWx4D8BstWNRFwDULg,156
yDiWYpuzRxcTgSi_O4JZpQ,79
dDn_NVOQh9F-t153S035Ew,68
W6S482dRQ_9nCcLjfv8VNg,103
v72HalBu5fQIFTD-oqhSgQ,472
rQ2CSHRkZSn5WCu7OfVI-Q,198
LGqiubTmpJ-A1L5n7dmc6g,14
SwWfW3vBn5QkDE7T3urGAg,253
_v3DcLatG70adfYzWTd-CQ,97
R1u7FrIllyD8OAWcFxzQGA,8
SuQgcpL-aZeuyRjBdA0pHw,72
S3Kl763P-wKnDLFy0iirqA,45
ERzdjrvXG3R6cjPnEYc7gQ,8
Hcn6gI1MLg4tUJ9SfdUVqg,16
uyQGW7kZKk90vEwGo8A7mA,199
8-j10_I745ITrczbkfD-Pw,156
i-tDq8zC7ZmSqSbg_7oddA,80
JcP1z6eZBgTIcxWlyxSw0g,69
o2ETM4XZXENkzuAaYT2GIg,182
t-bcEvAM8oE92tm9HBr7wQ,168
vje0KIiE7vtpx7JzmBx5LQ,134
CHh0ZFrQcsk4boOItr2Zuw,62
6kPHr6gZaU9732ptn9gJrA,132
RPxrAiJ3krxtv-UQmt0RlQ,37
NK9wtI7bMlO3WBjYzhpFAQ,17
JhrvtLpCEQcYrZLbb6CZGw,17
cXAKeC-EgVChIxhS7fscmw,465
o1bd3WLl4McflqjDTJTdHQ,374
UCMSWPqzXjd7QHq7v8PJjQ,2230
QKFojAIRYfQQzwssuoKjzw,11
tD_2Pw2kiUGE-lIkFTQKLw,12
kJpoduG3wdA35WzOF_T1Aw,55
13UbOVDFdxloxaient5XWA,178
4-CxVJ9n6TPPAmKV7DEOlQ,25
QZIcM5_vqVgIQj9z8J0a5g,13
kKk_2OAnCRbxX5rLqQYBHg,57
kf4tZnNr7Jdl9BaqNl5dmw,160
R-HCwu9UbasUudG1yTM1Ow,9
oPzSiJdl9Lg1rB_7bL06qg,45
oEbpO3vmcrGDW2mtb_s8cQ,41
RhuYqAT45uIR2NNdDsolXQ,212
fHZ2uY8mRnouJ_mMiciylw,6
r2cjbHG_WGWUkaPCbLpo-A,20
SoJwDKedR7SJh7-G69C38A,18
1_nd9Hcswx4K4FmZZQPMVw,20
KIph7iH97vnDrgcdaqEMFQ,16
N5ekxQd7wGHWJJK-p9qqXw,430
l4aS1QVy_bGnwUXSJzpbsw,18
onFzWveuDXbSOmq9CdBfPQ,37
qLrTiIPDlnNX6FYTs29rmg,15
plobBsTtVUODb353xxFT_g,682
HCqmx4ENAZ76SAjoalj-MQ,873
AWJyivVwe3t9BO-k8D0ynQ,253
sLgIenN5t-fFALQUkOvCyQ,19
ziFtaIQdzQfFL79iLTq_zQ,48
kGMDSF0YpNwJ-c2BN5yBpw,23
0vCsslN-TYnDeOSNT4rIfg,45
eJYvM2Zy5BloOYGldWmAVw,68
-nJtYj93GiX1N615LlNOrQ,26
cXSyVvOr9YRN9diDkaWs0Q,1444
KSP4BhUnu-skBxlRT9MLRQ,38
sk2lZI4zmuGAccd3DLCnBw,33
OlOVRlcEstxKK_6hMjy63A,200
Uc6PdjT_MO5bRPQsUUEy5Q,231
eaV07HGOcyb27XobHVl8LQ,204
TSgZB6PkWFjmasewVkySjA,10
L3V21nAe-CicW2bvtNWa0g,121
u-eaBrfpqjXTS2TD_cTioA,39
MkJ5kdhX3Jl48ykeMEVVIw,174
R77LwVI3wPAFmDLrXt3zZA,157
IbndcMURguByburM72o3SA,130
qdL-EbgoA7Gq_2u4e4YvLw,134
2K75poiMupFTvpQq5REWTA,152
GlYN-RJyL_YwxIqsSDo1ag,263
DRnvSL_I8MLuTLhl6O4JBQ,49
z680Aylt8wN2KAeFM1hy-A,446
rKlPSPn0wF5tkCrWZzBnbA,36
F_wIC6i5y4zdQyp99R7PdQ,103
gwNlSSV0hGgNgTqPprj4FQ,47
XQLdTCJvjoxxqrYGiE-YYQ,15
vh6YOciEM3M4zi2FGp-b5Q,43
1ScZ3h0kIT_DGCVlP-aDSA,43
RSAcMSbxpxskQ6dIIN6QUw,17
dpwkz52tHB2MCPv53I2aRA,497
kTLHh3e_59XZduNwydxuAw,91
ISBBeqLeERHiKfqa7PZkuA,17
Ym8E4Lgi3IfH53YuG5WxIg,38
0cB1kDuZCvSwpJrNdtQP8Q,295
c7OfNRMIqAhtNOMEat3Rbg,170
vOgQnvKbE4nMopFTjoL8Gg,301
HTqoEYWlJkEXNEmHtKCPIA,26
EneM1oBFxncaR1nQCD3gYA,220
wP9Cx-jxLflhv6c1mGIjYA,7
Gw7UW0E2BguzL9suQnwDeg,293
14JwHj1Cxs5bkkJg5iuPog,245
TxhE4pldRCFHpupFzi1PSQ,19
I8eSWVzc_y9ORuKWgl07Tw,313
rQW9iupvhk6ScPn2VPNLVQ,440
cdqTpsr110wSNPMtLCPh7A,11
SbdL-8NSmTWgSwdGZBa7WQ,258
JUlsvVAvZvGHWFfkKm0nlg,1074
j5U5O3scMvPe67jzJcWFug,39
GnaqAXKMD912QaP14fi9HQ,9
SVV1VmybJGXGge6nFuHy_A,33
Ir4-CFGZDfloJkUMax13Og,8
0wQCEcpZ57TmTm6EmEDsIw,597
vVvtWcFResspvcMMNRbYWA,57
htO_nlxkEsYHzDrtbiUxew,634
c8rjE6NcfeyzLB_aU1GdMA,142
n-iPn34tLaqnq-dI8m8Bkw,229
CjkxTRergWcYWb4SVW3gxw,91
C_EtrXTygRX5RTUOKtO6Dg,342
vN6v8m4DO45Z4pp8yxxF_w,2120
euu_JA0YFf63f75uaVSyng,432
-02xFuruu85XmDn2xiynJw,121
Pr_Mlt9FqdcW7WCFGJmozA,111
7EhTT4iEuA7JaaWA-eI3Qw,308
B7nlRFe3EeQwAWpUpefGHA,276
zSqTndm5Alq9dW1PyzbdTA,603
4u4njx79dMrXNhbRFHjG8A,25
1NCUTTp6rIyXpwUDVv9qOA,181
ZdHf2EkMQPV2OBNgGhMAKQ,28
5GQPM14khrarsrlID5s2LA,6
u-w0dEUZAUF3JyGS_-KiTQ,116
NcO-pWiZmNM5zBg8H9zB6Q,200
x-SCuOwghy4GlZdVOKjt4g,74
GUMVStVaJfWmCIpQA4TtHg,564
GOSVLhjUT6TnrPhkkmDOpw,197
R07rb3FN2QoRIbB6r6HDxQ,141
CPFKi2lZJazP6IdtCdDDyg,700
WecgAHgzAPLOmM-6-Iga2A,113
B91yBSPvAz5O_t9JFafN1Q,178
NT5S6JV5wPwKOd3s3Yh1zQ,872
mcr1lAEdvGLMJhuPwI3I2A,1188
V9XlikTxq0My4gE8LULsjw,341
mtGTna-hyFhErb4Zma32IA,84
EqEcDeXqIq1YwnzHg_ZUFw,247
Z9QN-2Sg0pD0AAaiMl9oHA,10
QLUUaTj034zYVWiVl9tNvA,301
ZpXZgnBrNodHH8pKpOK_Kg,277
xbE59o8d_8N72T0WMW1I8A,34
ompDR5sUDpoI6gnTldmneQ,791
QSA-x2bb3kum9QLFpy7vUg,28
8eDkw7CE0NKqMknPIu26fw,897
SlZJATE_TGUU8X34UJNi4g,139
_RwlMTw9uFeOkfX9Ctf1HA,258
MjZQqZAmJeMco_Vq-Y9h-g,36
UhjfJpaAzgSYrTZ_dMMF1Q,134
4SneIG3-02kRCgQx-hu51Q,273
vF32KjPs8BgltSa484P1Yg,26
4WdDY97x4GdMYtyk1KQMnw,797
54XgUhaR0kDqw8bgbAEAtg,624
SlGNxQI23jc9iTZNTs_I3g,108
hUX1yAimviBIhb21D_KtcQ,327
6exYCuj4iSl1Hd6hb0C_Bg,101
arpAjDjebOzjwwysIGIwAg,8
dJfkfBbJz7wi0RgW-ph_Eg,145
diwwt5QBU3-Thig9SVlsOA,617
KKeItUB89NrvWF6E2sohGA,48
jULIPydhMj18KOI5OHTwfA,572
2oij3AB1we03O7_H29iJ9g,73
wxNrsZt7towVK4LgjjEo1g,102
I2Yt74AzSQFfyQqgN7PSEg,146
HZtkTPfSshfRjpQR7x1Raw,9
WQ832PDnsDshhbQFm83ISg,305
SDF1usj2mnUNqbIy4JBQTQ,24
N-MVwAcmsQDZCxbZjZhPDA,44
ZXKBVg-5drZ37wnwVEZe-A,72
0z45rM2paE-O-6w63GEi6g,177
Dtuf4vD0znzwJW9vk3iTNw,255
I1h0GRYp86eX-XqwVXsSGA,350
dMhslmjZ0dJov0sMCxf39Q,55
Q-prSTdggNlxAEFV88BZOw,801
jxfAi7UDmtbhyPw7ZsfKVw,528
BJphaOPeTtqUFF5pauQEhw,31
fBNjTSdPJ1mtTzIHYpQnDw,11
OfI4DC1DVCJ92XcLdFBMFg,91
DTIKGgzoKGLCNw2dNKfHZg,61
z6SVTb9eFIcWVpKXIfFEvQ,53
VeqkfRUzZAKlQer3npXPdQ,137
Es39sSDXiReBthHLBSD_Xw,23
WIv5kTb_P3jnngPkMeRRNw,110
gCcJTKC40CL0XtYYGfcXDw,440
_IYHl6J9iB3lbeJq27pbsg,10
P50W1jWWLTFjuEUdkGZJdA,9
6kAXOzE7fqaBZINQV_-_mg,347
qq6vsh6ZEshfv4mTdrjA0g,141
Wr2k0Vz8RbcumYulp-jIrA,436
2l8WHcEiwFW0wEvopwa8_A,6
8G4mt9y5mRg161XBs-hePw,124
t0XZeA0MP0P66QyLQn_NUw,239
ySSOZ_fz7wMhfjhWKzdR-w,528
wnjFEC-w0qWnyDnO8k1RpA,408
7R_LxvRPu3qMc8xMhP0POw,43
bdth7r1brx9yRU7sYwF9jQ,266
HcEOK1WiOpHvhZtp7PkRmg,188
ZhCnKe7U1TsHWnAlXl8Isw,196
BJsImYl47kF-98HWXm0Dvg,8
vD2jzpPv4iyOLKzITscGvA,353
quCIR7UcrMmpaKXYwet8pw,352
TghRoAMx43V-9l7mH-SENg,413
5v9Voa4a5MON7mAQO3gV3A,97
cdstmGcsGhFunXColCUhuA,6
NV6zZPb5OGVpyX4JrSzUPg,159
rVhsjZWk_u20TDcvwhbdyQ,288
5_sby6qh9I6rwnSuoURSaQ,108
oha2U5XJzc6IQdenpsxN1Q,66
KgozvZ1UFfXuJToqe8CfQg,90
neWdmzHgbpqSx62jynDd7A,63
fdjzXyPw1Zt2avRokULJOw,47
u7_3L1NBWgxhBM_B-cmmnA,672
SKW1zA4nY_SPKkQPmXNHoA,74
5rryuz2myZJI0EfWtrTMxw,123
72Y65Cg8MO1t9cWCHpwEQQ,42
jtsckI_01hlbGLpEFwJu0A,214
WRMlifrYLjRY8q5YUUbfZA,153
KhBUg5QhBYuK8RZAe5gDMQ,375
G84WORbq6Muqq2SIthWOeQ,54
F4zL3RYWlEhGLsns1xRR-A,84
5Y_TiS_KJAgJMf9ZiKutEQ,124
ZswVKOCuIcgh50eYtif_5g,10
ZnxGRJpKHRQ0SAYSJk4SFw,88
8QJTzIaR5FceGds8HBSIig,629
1ys1jf1-4EuiHONfpHWdwg,6
sWCCxY1-9B1FGlSVeQvnHg,133
dLMA55z9wdDkUIO-rnhOmw,22
8FALz8g6oaTca0ufiUuF6w,130
YeMouev-sLfAxykmcANNoQ,162
D3DMIr-I0AKzlIKdErxHGg,69
F2T2Ef5kcZuyTyUcJyh0rQ,8
oThWInL6gUCt2d98fSIAfA,270
5TzAmqzksrUBB2tdHDQAUA,94
ffvS2BlFwQra5FTPNk5N2g,18
1T9F7iLDFAYWJvif1RKneg,442
6VsOcLvDttT2BsCttVHoUw,21
U30ggGzFpXvc2NZYwOW3qg,476
hS6KNGCQVTYUdLb2edt58g,788
6xrDP4-S2mky3wOprv686A,49
8tnwneWHXWLUvIc5zz__5A,5
C1D2o1VV2TDjpkG3BsdseA,393
50Q2uIgwUqmWGLjn_1HSlg,35
0qu0fNTOsSmuREYVIMPuIQ,1036
iDtIMWJVIGYspg5JvJKaOw,254
SYy81zP4MPF4DtOqjRq4qg,97
